Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,223.835007,227.725006,220.434998,227.725006,227.725006,221440000
1990-01-03,227.725006,228.940002,226.100006,226.100006,226.100006,305320000
1990-01-04,226.100006,226.175003,222.710007,224.714996,224.714996,295900000
1990-01-05,224.714996,224.794998,222.889999,223.139999,223.139999,274460000
1990-01-08,223.139999,223.580002,221.639999,223.539993,223.539993,231000000
1990-01-09,223.539993,224.330002,221.080002,221.179993,221.179993,266260000
1990-01-10,221.179993,221.179993,216.464996,216.554993,216.554993,287780000
1990-01-11,216.554993,218.220001,213.505005,213.505005,213.505005,266000000
1990-01-12,213.505005,213.505005,208.404999,208.794998,208.794998,287000000
1990-01-15,208.794998,209.335007,207.289993,207.615005,207.615005,216120000
1990-01-16,207.615005,212.000000,204.759995,211.914993,211.914993,295180000
1990-01-17,211.914993,213.899994,210.449997,210.604996,210.604996,278300000
1990-01-18,210.604996,210.625000,208.309998,210.570007,210.570007,272660000
1990-01-19,210.570007,214.889999,210.570007,213.910004,213.910004,304340000
1990-01-22,213.910004,213.910004,207.884995,208.059998,208.059998,260980000
1990-01-23,208.059998,209.985001,206.074997,207.479996,207.479996,282880000
1990-01-24,207.479996,209.750000,205.750000,206.744995,206.744995,326860000
1990-01-25,206.744995,209.830002,205.470001,205.774994,205.774994,261000000
1990-01-26,205.774994,206.750000,201.240005,203.244995,203.244995,272680000
1990-01-29,203.244995,204.815002,200.119995,202.054993,202.054993,237180000
1990-01-30,202.054993,202.054993,196.684998,197.654999,197.654999,320320000
1990-01-31,197.654999,201.964996,197.654999,201.940002,201.940002,296000000
1990-02-01,201.940002,203.044998,200.524994,203.044998,203.044998,270940000
1990-02-02,203.044998,206.755005,202.690002,205.615005,205.615005,270040000
1990-02-05,205.615005,206.835007,205.070007,206.490005,206.490005,216700000
1990-02-06,206.490005,206.714996,203.774994,205.074997,205.074997,239400000
1990-02-07,205.074997,207.199997,202.910004,206.804993,206.804993,298600000
1990-02-08,206.804993,209.580002,206.804993,207.244995,207.244995,280060000
1990-02-09,207.244995,208.744995,206.919998,208.494995,208.494995,250660000
1990-02-12,208.494995,208.520004,205.945007,206.880005,206.880005,226060000
1990-02-13,206.880005,207.994995,205.345001,207.199997,207.199997,254460000
1990-02-14,207.199997,208.535004,206.985001,208.059998,208.059998,279080000
1990-02-15,208.059998,210.104996,206.869995,209.929993,209.929993,304760000
1990-02-16,209.929993,210.434998,208.309998,208.354996,208.354996,240440000
1990-02-20,208.354996,208.354996,203.345001,205.065002,205.065002,216560000
1990-02-21,205.065002,205.440002,201.820007,204.750000,204.750000,240200000
1990-02-22,204.750000,206.854996,203.975006,204.190002,204.190002,269740000
1990-02-23,204.190002,204.190002,200.404999,201.794998,201.794998,234440000
1990-02-26,201.794998,204.675003,201.395004,204.625000,204.625000,229200000
1990-02-27,204.649994,206.710007,204.649994,205.785004,205.785004,261700000
1990-02-28,205.785004,208.589996,205.600006,207.914993,207.914993,258800000
1990-03-01,207.914993,210.020004,206.524994,209.104996,209.104996,268480000
1990-03-02,209.104996,211.544998,208.904999,211.539993,211.539993,264740000
1990-03-05,211.539993,212.080002,209.345001,210.389999,210.389999,222000000
1990-03-06,210.389999,212.505005,207.669998,210.960007,210.960007,278300000
1990-03-07,210.960007,211.865005,209.809998,210.154999,210.154999,335100000
1990-03-08,210.154999,213.570007,209.610001,213.110001,213.110001,291460000
1990-03-09,213.110001,214.130005,212.475006,213.820007,213.820007,270240000
1990-03-12,213.820007,213.830002,211.919998,213.524994,213.524994,207680000
1990-03-13,213.524994,214.024994,211.490005,211.509995,211.509995,247240000
1990-03-14,211.509995,212.845001,210.710007,212.270004,212.270004,244360000
1990-03-15,212.304993,214.130005,212.095001,213.479996,213.479996,257360000
1990-03-16,214.080002,218.800003,214.080002,217.960007,217.960007,352080000
1990-03-19,217.960007,220.134995,215.960007,219.869995,219.869995,258800000
1990-03-20,219.869995,220.104996,216.250000,216.925003,216.925003,288440000
1990-03-21,216.925003,217.824997,215.699997,215.850006,215.850006,262160000
1990-03-22,215.850006,216.255005,211.225006,212.539993,212.539993,292440000
1990-03-23,212.539993,215.384995,212.539993,214.490005,214.490005,261480000
1990-03-26,214.490005,217.274994,214.490005,216.434998,216.434998,192560000
1990-03-27,216.434998,217.949997,214.970001,217.470001,217.470001,213820000
1990-03-28,217.470001,217.470001,213.220001,214.229996,214.229996,264520000
1990-03-29,214.229996,214.610001,212.369995,213.110001,213.110001,248380000
1990-03-30,213.110001,214.264999,211.705002,213.145004,213.145004,253260000
1990-04-02,213.145004,213.145004,209.895004,212.669998,212.669998,222760000
1990-04-03,212.669998,216.809998,212.669998,216.809998,216.809998,269500000
1990-04-04,216.809998,217.729996,214.580002,215.479996,215.479996,276760000
1990-04-05,215.479996,216.054993,213.869995,214.059998,214.059998,268480000
1990-04-06,214.059998,214.695007,212.014999,212.475006,212.475006,273140000
1990-04-09,212.475006,213.149994,211.274994,212.115005,212.115005,224740000
1990-04-10,212.115005,214.044998,211.945007,213.225006,213.225006,259000000
1990-04-11,213.225006,215.600006,213.225006,214.524994,214.524994,267640000
1990-04-12,214.524994,217.190002,214.524994,216.044998,216.044998,282820000
1990-04-16,216.044998,218.250000,216.044998,216.925003,216.925003,249300000
1990-04-17,216.880005,216.880005,214.399994,216.500000,216.500000,272900000
1990-04-18,216.500000,217.095001,212.804993,213.145004,213.145004,299500000
1990-04-19,213.145004,213.145004,210.705002,210.869995,210.869995,291280000
1990-04-20,210.869995,212.065002,207.934998,208.619995,208.619995,300640000
1990-04-23,208.580002,208.580002,203.764999,205.630005,205.630005,251980000
1990-04-24,205.630005,207.845001,204.229996,204.759995,204.759995,253580000
1990-04-25,204.759995,205.934998,204.460007,205.580002,205.580002,243420000
1990-04-26,205.580002,207.095001,204.744995,205.785004,205.785004,231860000
1990-04-27,205.785004,206.520004,203.014999,203.669998,203.669998,232020000
1990-04-30,203.669998,206.050003,202.970001,205.815002,205.815002,211580000
1990-05-01,205.815002,207.589996,205.815002,207.039993,207.039993,248260000
1990-05-02,207.039993,208.684998,207.039993,208.500000,208.500000,286520000
1990-05-03,208.580002,211.264999,208.580002,210.089996,210.089996,321700000
1990-05-04,210.089996,212.729996,209.899994,212.705002,212.705002,273620000
1990-05-07,212.705002,216.054993,212.705002,215.029999,215.029999,245380000
1990-05-08,215.029999,215.625000,214.184998,215.169998,215.169998,267680000
1990-05-09,215.169998,215.654999,214.119995,215.429993,215.429993,293260000
1990-05-10,215.429993,217.074997,214.865005,216.809998,216.809998,284980000
1990-05-11,216.809998,221.095001,216.619995,220.889999,220.889999,335120000
1990-05-14,220.919998,225.675003,220.919998,223.860001,223.860001,354340000
1990-05-15,223.860001,224.785004,222.285004,224.490005,224.490005,324660000
1990-05-16,224.490005,225.214996,222.505005,225.125000,225.125000,304980000
1990-05-17,225.130005,227.304993,225.130005,226.639999,226.639999,342820000
1990-05-18,226.639999,228.975006,225.845001,228.509995,228.509995,382820000
1990-05-21,228.509995,232.414993,228.509995,232.214996,232.214996,338940000
1990-05-22,232.214996,234.725006,230.945007,232.845001,232.845001,380320000
1990-05-23,232.845001,236.119995,232.104996,236.059998,236.059998,377480000
1990-05-24,236.059998,237.824997,235.809998,237.035004,237.035004,348660000
1990-05-25,236.990005,236.990005,232.005005,232.199997,232.199997,304380000
1990-05-29,232.199997,235.990005,232.020004,235.839996,235.839996,268000000
1990-05-30,235.839996,237.925003,235.240005,236.354996,236.354996,338700000
1990-05-31,236.354996,237.470001,234.779999,236.149994,236.149994,314520000
1990-06-01,236.149994,238.669998,236.149994,237.884995,237.884995,336120000
1990-06-04,237.884995,240.259995,235.934998,240.110001,240.110001,284340000
1990-06-05,240.110001,240.970001,236.990005,237.845001,237.845001,346920000
1990-06-06,237.845001,238.785004,236.675003,238.054993,238.054993,313040000
1990-06-07,238.054993,239.585007,235.934998,237.384995,237.384995,302080000
1990-06-08,237.384995,237.384995,233.154999,234.729996,234.729996,275800000
1990-06-11,234.729996,236.970001,232.755005,236.949997,236.949997,224440000
1990-06-12,236.949997,240.205002,236.830002,240.110001,240.110001,326580000
1990-06-13,240.110001,242.845001,240.080002,242.054993,242.054993,327100000
1990-06-14,242.054993,242.115005,239.264999,240.514999,240.514999,310340000
1990-06-15,240.514999,241.365005,239.509995,240.785004,240.785004,337000000
1990-06-18,240.785004,240.785004,236.289993,236.710007,236.710007,315300000
1990-06-19,236.710007,237.270004,234.940002,236.774994,236.774994,285960000
1990-06-20,236.774994,238.384995,235.714996,237.315002,237.315002,296180000
1990-06-21,237.315002,238.259995,236.085007,238.145004,238.145004,288580000
1990-06-22,238.145004,239.570007,235.690002,235.740005,235.740005,335080000
1990-06-25,235.740005,236.535004,232.664993,232.914993,232.914993,227120000
1990-06-26,232.914993,235.604996,232.585007,232.940002,232.940002,263240000
1990-06-27,232.940002,235.475006,231.759995,234.949997,234.949997,274900000
1990-06-28,235.259995,237.729996,235.259995,237.414993,237.414993,297640000
1990-06-29,237.490005,238.929993,237.490005,238.460007,238.460007,317620000
1990-07-02,238.460007,238.904999,237.574997,238.419998,238.419998,228300000
1990-07-03,238.419998,238.419998,236.824997,238.184998,238.184998,262040000
1990-07-05,238.184998,238.184998,236.210007,237.300003,237.300003,195520000
1990-07-06,237.300003,238.729996,235.839996,238.464996,238.464996,202800000
1990-07-09,238.464996,240.184998,238.250000,239.600006,239.600006,237000000
1990-07-10,239.600006,240.445007,238.035004,238.660004,238.660004,284540000
1990-07-11,238.660004,240.824997,237.190002,240.774994,240.774994,318060000
1990-07-12,240.774994,243.585007,239.929993,243.425003,243.425003,307400000
1990-07-13,243.425003,246.470001,243.130005,244.740005,244.740005,321180000
1990-07-16,244.740005,246.815002,244.250000,246.179993,246.179993,276140000
1990-07-17,246.179993,246.389999,240.934998,241.524994,241.524994,335620000
1990-07-18,241.524994,241.524994,237.324997,238.220001,238.220001,317980000
1990-07-19,238.220001,238.220001,233.139999,236.399994,236.399994,365120000
1990-07-20,236.399994,237.820007,232.134995,232.440002,232.440002,349160000
1990-07-23,232.440002,232.440002,224.365005,227.380005,227.380005,337760000
1990-07-24,227.380005,229.270004,222.039993,226.485001,226.485001,321000000
1990-07-25,226.485001,229.634995,226.485001,228.764999,228.764999,283200000
1990-07-26,228.764999,229.074997,226.104996,227.199997,227.199997,272120000
1990-07-27,227.199997,227.199997,224.975006,225.634995,225.634995,243600000
1990-07-30,225.634995,225.634995,221.360001,223.919998,223.919998,240880000
1990-07-31,223.919998,224.860001,221.929993,223.384995,223.384995,270300000
1990-08-01,223.384995,224.625000,221.654999,223.115005,223.115005,257960000
1990-08-02,223.095001,223.095001,217.179993,218.970001,218.970001,293080000
1990-08-03,218.970001,218.970001,204.615005,212.604996,212.604996,406340000
1990-08-06,212.604996,212.604996,200.865005,201.455002,201.455002,349620000
1990-08-07,201.455002,206.544998,201.455002,202.654999,202.654999,330940000
1990-08-08,202.654999,206.029999,202.654999,205.580002,205.580002,289700000
1990-08-09,205.580002,209.875000,205.580002,209.125000,209.125000,259860000
1990-08-10,209.125000,209.460007,204.554993,206.229996,206.229996,224060000
1990-08-13,206.229996,207.880005,203.205002,207.419998,207.419998,175280000
1990-08-14,207.419998,209.339996,206.824997,208.294998,208.294998,214980000
1990-08-15,208.294998,210.869995,207.979996,208.464996,208.464996,210480000
1990-08-16,208.464996,208.464996,202.179993,202.190002,202.190002,229800000
1990-08-17,202.190002,202.190002,194.029999,196.845001,196.845001,293900000
1990-08-20,196.845001,197.929993,192.699997,193.100006,193.100006,230940000
1990-08-21,193.100006,193.100006,184.110001,188.255005,188.255005,332980000
1990-08-22,188.255005,191.335007,184.994995,185.014999,185.014999,292200000
1990-08-23,185.014999,185.014999,177.054993,178.294998,178.294998,405520000
1990-08-24,178.294998,185.054993,178.294998,184.964996,184.964996,322160000
1990-08-27,184.964996,194.880005,184.964996,193.975006,193.975006,258800000
1990-08-28,193.975006,195.985001,193.035004,194.904999,194.904999,235600000
1990-08-29,194.904999,194.904999,192.225006,192.904999,192.904999,236140000
1990-08-30,192.904999,194.195007,190.570007,190.725006,190.725006,212600000
1990-08-31,190.725006,193.699997,189.300003,193.615005,193.615005,159700000
1990-09-04,193.615005,194.865005,191.320007,194.744995,194.744995,156280000
1990-09-05,194.744995,195.875000,193.259995,193.815002,193.815002,178100000
1990-09-06,193.815002,193.815002,189.565002,190.669998,190.669998,197460000
1990-09-07,190.669998,192.509995,188.259995,191.800003,191.800003,206320000
1990-09-10,191.800003,195.869995,191.800003,192.649994,192.649994,192520000
1990-09-11,192.649994,192.839996,189.535004,190.964996,190.964996,200140000
1990-09-12,190.964996,192.774994,190.059998,192.354996,192.354996,196940000
1990-09-13,192.354996,193.729996,189.169998,189.720001,189.720001,211300000
1990-09-14,189.720001,189.794998,187.514999,189.520004,189.520004,206980000
1990-09-17,189.520004,190.414993,187.955002,189.604996,189.604996,188040000
1990-09-18,189.604996,189.604996,186.750000,189.429993,189.429993,230140000
1990-09-19,189.429993,190.904999,188.490005,188.774994,188.774994,241740000
1990-09-20,188.774994,188.774994,183.675003,183.979996,183.979996,215840000
1990-09-21,183.979996,184.865005,181.399994,183.199997,183.199997,248480000
1990-09-24,183.199997,183.199997,176.274994,177.604996,177.604996,229660000
1990-09-25,177.604996,180.720001,177.399994,180.710007,180.710007,219860000
1990-09-26,180.710007,180.940002,177.585007,179.455002,179.455002,237420000
1990-09-27,179.455002,181.634995,173.054993,174.190002,174.190002,306560000
1990-09-28,174.190002,177.085007,169.324997,177.054993,177.054993,315020000
1990-10-01,177.054993,184.945007,177.054993,184.735001,184.735001,248760000
1990-10-02,184.744995,189.054993,184.744995,184.919998,184.919998,271620000
1990-10-03,184.919998,184.919998,180.035004,180.505005,180.505005,212060000
1990-10-04,180.505005,180.625000,177.904999,179.494995,179.494995,209980000
1990-10-05,179.494995,180.675003,174.634995,178.365005,178.365005,219280000
1990-10-08,178.365005,180.789993,178.365005,179.565002,179.565002,149820000
1990-10-09,179.565002,179.565002,173.050003,173.625000,173.625000,219160000
1990-10-10,173.625000,173.625000,169.199997,169.464996,169.464996,242080000
1990-10-11,169.464996,170.304993,163.604996,165.195007,165.195007,281700000
1990-10-12,165.195007,167.639999,162.550003,166.714996,166.714996,264660000
1990-10-15,166.714996,169.539993,165.130005,169.350006,169.350006,208440000
1990-10-16,169.350006,169.740005,164.964996,165.490005,165.490005,234260000
1990-10-17,165.490005,168.475006,164.214996,167.270004,167.270004,243560000
1990-10-18,167.270004,172.580002,167.220001,172.380005,172.380005,278580000
1990-10-19,172.380005,176.195007,172.380005,174.619995,174.619995,318220000
1990-10-22,174.619995,179.610001,173.764999,178.565002,178.565002,229340000
1990-10-23,178.565002,180.130005,177.350006,178.399994,178.399994,240160000
1990-10-24,178.399994,178.610001,176.125000,178.470001,178.470001,253460000
1990-10-25,178.470001,179.589996,175.634995,177.339996,177.339996,208780000
1990-10-26,177.339996,177.339996,173.949997,174.210007,174.210007,203000000
1990-10-29,174.210007,175.175003,171.175003,171.755005,171.755005,184460000
1990-10-30,171.755005,173.169998,169.785004,172.994995,172.994995,218020000
1990-10-31,172.994995,174.554993,171.949997,172.554993,172.554993,237560000
1990-11-01,172.554993,173.225006,170.880005,172.884995,172.884995,215900000
1990-11-02,172.884995,177.175003,172.684998,176.865005,176.865005,225300000
1990-11-05,176.865005,180.695007,176.865005,180.460007,180.460007,198000000
1990-11-06,180.460007,182.580002,179.800003,180.259995,180.259995,221460000
1990-11-07,180.259995,180.259995,176.610001,177.080002,177.080002,219600000
1990-11-08,177.080002,179.139999,176.195007,177.705002,177.705002,213820000
1990-11-09,177.705002,182.240005,177.705002,182.240005,182.240005,226700000
1990-11-12,182.240005,188.875000,182.240005,188.669998,188.669998,238600000
